threshold,cutoff,scope,event,N,n,missing,pi,width,observed_rate,q_median,q_lo,q_hi,lower_median,upper_median,lower_lo,lower_hi,upper_lo,upper_hi
500000000.0,5,endpoint,positive,164,142,22,0.8658536585365854,0.13414634146341464,0.33098591549295775,0.33181742012209037,0.2583547093275678,0.41129237915749084,0.28730532717888313,0.42145166864229777,0.2236973702714307,0.35611901122172984,0.35784371173484536,0.4902653526851445
500000000.0,5,endpoint,loss20,164,142,22,0.8658536585365854,0.13414634146341464,0.3591549295774648,0.35852010496403763,0.28466691768574576,0.4420045013361087,0.3104259445420326,0.44457228600544724,0.24647989214253596,0.38271121457150875,0.3806262336059506,0.5168575560349233
500000000.0,5,joint_tape,positive,164,136,28,0.8292682926829268,0.1707317073170732,0.3382352941176471,0.3384794832113196,0.26169213528899876,0.41871210993754227,0.2806903031508504,0.45142201046792363,0.21701299023965748,0.3472246765335716,0.3877446975567307,0.5179563838506448
500000000.0,5,joint_tape,loss20,164,136,28,0.8292682926829268,0.1707317073170732,0.35294117647058826,0.35263109732813563,0.27554727363490805,0.4351201032426049,0.29242578802821,0.4631574953452832,0.22850261716065545,0.3608313051280138,0.39923432447772866,0.531563012445087
500000000.0,10,endpoint,positive,164,142,22,0.8658536585365854,0.13414634146341464,0.3591549295774648,0.35975377233430267,0.2839253677893874,0.44085963205353174,0.3114941199479938,0.44564046141140845,0.24583781845178662,0.3817199253146433,0.37998415991520124,0.5158662667780579
500000000.0,10,endpoint,loss20,164,142,22,0.8658536585365854,0.13414634146341464,0.36619718309859156,0.36697675201732116,0.2902592766210171,0.4474108568079722,0.3177481633320708,0.45189450479548543,0.25132205658649037,0.38739232723617106,0.385468398049905,0.5215386686995857
500000000.0,10,joint_tape,positive,164,136,28,0.8292682926829268,0.1707317073170732,0.36764705882352944,0.36829365907275,0.29082534702963503,0.4504624597198623,0.3054142538652073,0.47614596118228053,0.24117223900018514,0.37355423488964196,0.41190394631725835,0.5442859422067152
500000000.0,10,joint_tape,loss20,164,136,28,0.8292682926829268,0.1707317073170732,0.3602941176470588,0.36118434844708913,0.28443284009437725,0.44133420678464186,0.29951872798051293,0.47025043529758614,0.23587113568802015,0.36598446416287367,0.40660284300509336,0.5367161714799469
500000000.0,20,endpoint,positive,164,142,22,0.8658536585365854,0.13414634146341464,0.36619718309859156,0.3668570934762157,0.290202174957859,0.44709475170625934,0.3176445565464795,0.45179089800989414,0.2512726149025365,0.3871186264773709,0.38541895636595114,0.5212649679407855
500000000.0,20,endpoint,loss20,164,142,22,0.8658536585365854,0.13414634146341464,0.2746478873239437,0.2747830413517769,0.2060246911053699,0.3529215233614858,0.2379219016582458,0.3720682431216604,0.17838723254245442,0.30557839217884747,0.31253357400586906,0.4397247336422621
