day,q10,q25,q50,q75,q90,variable,group
18,0.37303182583226036,0.8185644994907527,1.6924718648148023,3.4699069752182705,8.393759389519111,daily_ti_ratio,all
19,0.38275790761339806,0.7600132185317882,1.4967415662173644,3.0389238565131538,7.263293136102835,daily_ti_ratio,all
20,0.3102141716628444,0.6970037927882977,1.3958772282760874,3.089396530914034,8.15496655086098,daily_ti_ratio,all
21,0.32413589205827237,0.6759310728182324,1.3764766428814232,3.056820517201046,7.048011768251939,daily_ti_ratio,all
22,0.3313132810828187,0.688697619179287,1.290529487918484,2.5803097260267167,6.376196337363963,daily_ti_ratio,all
23,0.3387619598814828,0.6838566143656782,1.3673095896349927,2.707822351320352,5.741756274776183,daily_ti_ratio,all
24,0.3158070171710538,0.6495140670705783,1.2564537524037747,2.515194532549326,5.772233464712763,daily_ti_ratio,all
25,0.30719021754635983,0.6011046399522815,1.208215816726485,2.6040213918228896,5.236996673771579,daily_ti_ratio,all
26,0.347536853909414,0.605275278301374,1.190631349574617,2.348325125679697,5.186743230284682,daily_ti_ratio,all
27,0.31548481339004464,0.6589545395433845,1.2659822105316836,2.422740264522567,5.342748455159843,daily_ti_ratio,all
28,0.32571904152866893,0.620250881743228,1.2600607019842396,2.4272987077955253,4.786060351697065,daily_ti_ratio,all
29,0.30208017117046465,0.5720270414293598,1.1825255820593723,2.402497806504455,4.773878366212536,daily_ti_ratio,all
30,0.32468494486088656,0.6079608868232026,1.2035456108392386,2.375290877403764,6.055501565009426,daily_ti_ratio,all
31,0.34917833787906166,0.6395752276710407,1.138830184283543,2.238719479209888,5.341218915044211,daily_ti_ratio,all
32,0.3414004697371069,0.6103546397265245,1.1523037172149002,2.351355084510617,4.74484424305813,daily_ti_ratio,all
33,0.35711298744496867,0.6277615319618867,1.198338141464563,2.300480691878481,4.94777575028409,daily_ti_ratio,all
34,0.34368528415215593,0.6519108178392733,1.169111776454952,2.1711648357217386,4.373150685272181,daily_ti_ratio,all
35,0.33289200515312806,0.621806983864126,1.1981120773747862,2.238318947896997,4.862099840362164,daily_ti_ratio,all
36,0.36199685322332376,0.6515671390249222,1.254470426409904,2.302357502689651,4.53051447863251,daily_ti_ratio,all
37,0.3668877126361917,0.6480062647062159,1.1152346767625123,2.011106296500769,4.190205121445414,daily_ti_ratio,all
38,0.3874442760784636,0.6624484380125503,1.1807584568416487,2.091482176577828,3.7922148469927905,daily_ti_ratio,all
39,0.39277183303106383,0.7029923051905073,1.1961132782793369,2.01480045076049,3.8315023719538273,daily_ti_ratio,all
40,0.36156332540296215,0.6657602622264097,1.1126759905292052,1.9627906976744187,4.180751961975125,daily_ti_ratio,all
41,0.4291076225511914,0.7296527527212975,1.0988901830883826,1.9703141207262376,4.1158853067163745,daily_ti_ratio,all
42,0.40401207702713743,0.7271383155504573,1.090132166094251,1.8228729187652146,2.9348895756519964,daily_ti_ratio,all
43,0.435381632030987,0.7301568134914265,1.071043361485871,1.6825758891083449,3.0593471152079883,daily_ti_ratio,all
44,0.44644319114538156,0.743123146685882,1.032258042942716,1.641452638282862,2.7382340576614315,daily_ti_ratio,all
45,0.41006695682701755,0.7032377041148447,1.0482302652128057,1.7092611926917942,2.90990455592462,daily_ti_ratio,all
46,0.48298874666770586,0.7043002841873839,1.0402496521167413,1.72987012987013,2.8541632680255544,daily_ti_ratio,all
47,0.4449469297588127,0.709634108357265,1.0251069754934485,1.5865929795344165,2.64724395319636,daily_ti_ratio,all
48,0.4879079659480846,0.717789930513265,1.0307861795472162,1.5385274429473168,2.5217674524881186,daily_ti_ratio,all
49,0.45307249491205615,0.7142232967039879,1.0032839572432062,1.5360607826137593,2.3298045411695045,daily_ti_ratio,all
50,0.45110880714571705,0.6947879087984051,0.9762191985824342,1.48429605818052,2.543518366474293,daily_ti_ratio,all
51,0.46551451444424713,0.7083941845990172,1.0047752298421735,1.5009735175094987,2.487273531981828,daily_ti_ratio,all
52,0.44214559475193066,0.6824365501757923,0.9883333161813239,1.4621288894845386,2.3023272792460645,daily_ti_ratio,all
53,0.44190908647590904,0.6624197198817746,0.9794702489085658,1.4196135174980713,2.4028214670718224,daily_ti_ratio,all
54,0.4310378753828801,0.6470935117877563,0.9620601001580377,1.3555705316561222,2.4503850389576733,daily_ti_ratio,all
55,0.44323955526934444,0.6402716065545501,0.9589922221415554,1.4020869033162229,2.778137553618742,daily_ti_ratio,all
56,0.37750416086767125,0.6154081829332954,0.9714168613583744,1.4238351303446846,2.531179351710663,daily_ti_ratio,all
57,0.39684266035895444,0.6294566111745271,0.9618537091755045,1.4288926704245895,2.492165581895949,daily_ti_ratio,all
58,0.40394782586948397,0.6044578768417076,0.9435004146106665,1.3561185634297133,2.5182278926107355,daily_ti_ratio,all
59,0.37062072803042206,0.5900949994075522,0.9296937488558977,1.395626459493332,2.8091322086319748,daily_ti_ratio,all
60,0.3543717647695667,0.5906632379815456,0.9194534417477388,1.47125691974829,2.684469818886557,daily_ti_ratio,all
1,,,,,,abs_return_ratio,all
2,0.285104966819295,0.7825546500181064,1.8839365094762877,4.247743533393193,8.333648751009026,abs_return_ratio,all
3,0.19103123006333952,0.6069367212408316,1.5961322152675528,3.180085833811848,6.222984242838604,abs_return_ratio,all
4,0.17204181046936026,0.5397677401508059,1.341433147605615,2.661454796846562,4.934684212348051,abs_return_ratio,all
5,0.18096906113961997,0.49222583492915184,1.2663855450230386,2.708394264313913,4.6921845914398705,abs_return_ratio,all
6,0.1442424015003866,0.43977103758217395,1.123680556638857,2.3424268133238977,4.372549140328339,abs_return_ratio,all
7,0.15333560251595882,0.4165372456175343,1.1203769644459904,2.377645011906592,4.037789230580194,abs_return_ratio,all
8,0.15307652316965112,0.4349987004253669,1.0997757665807646,2.2370714560969347,4.011391467898383,abs_return_ratio,all
9,0.16290077821663795,0.44667673996802093,1.0400600052586624,2.100408046897594,3.9529694320442728,abs_return_ratio,all
10,0.1488760371054927,0.40318836686399223,0.9782942613054987,2.094560599861051,3.56667844310855,abs_return_ratio,all
11,0.13983341871974225,0.3470444837998906,0.9005182319292031,1.949877700013359,3.5654064901217626,abs_return_ratio,all
12,0.1514422391059273,0.42828604604507936,1.0370628016596342,2.0638266625833106,3.9144178959825946,abs_return_ratio,all
13,0.1424102667444336,0.4531693507397449,1.0206795782016185,2.1106222916109236,3.891005397684086,abs_return_ratio,all
14,0.1553146046023527,0.4403267987721085,1.1018682384245895,2.0059839311352072,3.449131503135614,abs_return_ratio,all
15,0.15073113215960354,0.4280864554413156,0.961363060466767,1.9391875287731493,3.73042580992688,abs_return_ratio,all
16,0.14466798645921206,0.388092088209375,0.8753994375836885,1.9076993284108763,3.450021148857009,abs_return_ratio,all
17,0.13843183910907014,0.42430087245236536,0.9568818388200263,2.01875402981169,3.3373430490936884,abs_return_ratio,all
18,0.1540623644508736,0.49090807793482827,1.1291512595677158,2.2420557496776397,3.8510901668570003,abs_return_ratio,all
19,0.13694367994259574,0.43026901265373385,1.0268370025710762,2.0840122138066097,3.9699293491354264,abs_return_ratio,all
20,0.17029684571348952,0.41256838903163473,0.9926139242060282,1.9949117366298177,3.409058164092971,abs_return_ratio,all
21,0.15240845869636468,0.4638830827800227,1.0050046803802655,2.029163875330103,3.5066044819552666,abs_return_ratio,all
22,0.15566188669082537,0.44736872022430124,1.0742412858447095,1.975605511287279,3.3300385756739956,abs_return_ratio,all
23,0.1628487274824522,0.45842674135288963,1.1142030210893437,2.048092532350617,3.722875187218593,abs_return_ratio,all
24,0.1709230433327474,0.43030803219299957,1.04068123333468,1.9603617708107781,3.4579300602600758,abs_return_ratio,all
25,0.14976399564833667,0.3774651648415378,0.9362203710308804,1.9480063036593624,3.1784348327912357,abs_return_ratio,all
26,0.15512216645841512,0.46534462000622023,1.0605584546649636,2.024064321970516,3.3798246409912647,abs_return_ratio,all
27,0.18088842456039866,0.46065293652644707,1.062641222135666,2.0743004623037296,3.5043884123118803,abs_return_ratio,all
28,0.1386716736345701,0.40511203539848467,0.9964371931963502,2.067529481139031,3.52765890356717,abs_return_ratio,all
29,0.17535507939478231,0.42167593159852157,0.9709263163591947,1.8040466420742183,3.3816729240467818,abs_return_ratio,all
30,0.1617519349436809,0.43775155899757356,0.9764200023647974,2.0581336752399295,3.440274683503831,abs_return_ratio,all
31,0.18748110481322453,0.48884171652314296,1.0218324334071263,2.2094440759506515,3.4238867473662906,abs_return_ratio,all
32,0.1567189280265214,0.44614935231976394,1.0371174750953047,2.0257180415219116,3.571171125326178,abs_return_ratio,all
33,0.167808827911232,0.4493668789206517,1.020388229418921,2.0393735446841954,3.536802897537057,abs_return_ratio,all
34,0.1734925070000904,0.4316627859807969,1.0574431289999866,1.9498515489549901,3.329645604845956,abs_return_ratio,all
35,0.17585450271605202,0.4100861566315013,0.9212751500720515,1.9212310319738752,3.29625461513137,abs_return_ratio,all
36,0.1773012185514092,0.4435062900882839,1.008300470581034,2.079825222585437,3.3939250660670957,abs_return_ratio,all
37,0.14535756077984804,0.41379279367543254,1.0186988310938545,2.022259347503482,3.3826923578860715,abs_return_ratio,all
38,0.17517547157721275,0.46187527919451726,1.0120498762416015,1.9091253246206814,3.076304842781737,abs_return_ratio,all
39,0.16656625799622637,0.4836023447502393,0.9977697713197856,1.991155997799346,3.1156034455763777,abs_return_ratio,all
40,0.1663618486432414,0.4577193107539832,1.0245952888584406,1.9592344810097813,3.216683826816704,abs_return_ratio,all
41,0.21009320687878716,0.5337611107562295,1.0477545369391366,1.8974798651887643,3.1561005280758567,abs_return_ratio,all
42,0.16448011193176718,0.4906816045806247,1.0047098305139703,1.8604642504397497,3.0610325218946186,abs_return_ratio,all
43,0.1626601557509961,0.4494128375476718,0.9975003953492002,1.7892115856643245,3.1777942585522094,abs_return_ratio,all
44,0.19920704792315175,0.521780763116356,0.9893664244076086,1.7574342645802106,2.9053506347469966,abs_return_ratio,all
45,0.20209316999250557,0.4631141167095417,0.9601178836776876,1.7299510947247119,3.107139556528443,abs_return_ratio,all
46,0.19536825668376254,0.46299936023997657,0.9993217560545615,1.7344220059438578,3.0144639480622644,abs_return_ratio,all
47,0.16382051014196342,0.47895855755762734,0.9763657486280238,1.6689971639266403,2.832611434560558,abs_return_ratio,all
48,0.13014112673722086,0.40795233019340515,0.9771665085744922,1.6773240724975023,2.867370427275597,abs_return_ratio,all
49,0.17705853844361644,0.45250552102733155,0.9864169485025642,1.8032952834474891,2.844604915842792,abs_return_ratio,all
50,0.19319629636406488,0.503108474728016,1.0061045808894857,1.6914759728779174,2.842860897784727,abs_return_ratio,all
51,0.20100811124960724,0.5189036080911453,0.9779072092128303,1.7098855249919251,3.0187625532969715,abs_return_ratio,all
52,0.1787413373408043,0.49662487341509387,1.035266000751967,1.86003072220378,2.8741928530200047,abs_return_ratio,all
53,0.20333852363563545,0.4595462578277234,1.001150826253915,1.6201950974493395,2.510797725083811,abs_return_ratio,all
54,0.17107742075350513,0.5377988937778324,1.0265094499826666,1.7977529161245809,2.859240991692573,abs_return_ratio,all
55,0.16981890345381026,0.48154593153008374,0.9934987516220567,1.691444807695364,2.8139319414103716,abs_return_ratio,all
56,0.18527110304147593,0.4664886188671994,1.0338773043321325,1.839126476245288,3.024138127201776,abs_return_ratio,all
57,0.19024081381459979,0.5526257184856422,1.0274630244317284,1.788186330940766,2.879365100580277,abs_return_ratio,all
58,0.14041582552156423,0.4474675408657197,0.9697347679653752,1.8176342145752442,2.9666180679492564,abs_return_ratio,all
59,0.17711457301222558,0.4524381659712795,1.0058580642515156,1.730525338216151,3.0210534892946974,abs_return_ratio,all
60,0.1949078220204766,0.44902827711569565,0.9798885774635161,1.814410888166254,2.819296587313733,abs_return_ratio,all
1,0.19471125996595767,0.418982857208275,0.668927527564518,1.1708475764852548,2.3838641266250664,daily_ti,$1bn+
2,0.07402077440798858,0.10230864744605972,0.2049269446894092,0.4693321960415982,1.0132001098764278,daily_ti,$1bn+
3,0.04122768803410094,0.07866714586750279,0.12999011027137883,0.32318281097818674,0.5534233028414077,daily_ti,$1bn+
4,0.03697070940217777,0.056475144567046845,0.09560862295736994,0.2772101092254513,0.5204677020166071,daily_ti,$1bn+
5,0.04036301789542431,0.10244990373121084,0.1619336001166152,0.27162153113103404,0.6865121183829671,daily_ti,$1bn+
6,0.022747862809422804,0.033485559774279854,0.0954179756143333,0.1774571061213489,0.38688208560247705,daily_ti,$1bn+
7,0.0151756204268663,0.03385820468276142,0.07887706544573893,0.1868814189161928,0.5096364856572057,daily_ti,$1bn+
8,0.017089364876246096,0.031236891315177404,0.0568894280775991,0.1333896537368925,0.47490822304660746,daily_ti,$1bn+
9,0.017806131692017415,0.026715363829289136,0.04661106075893955,0.15057243525266645,0.40918850951675384,daily_ti,$1bn+
10,0.014062890371645572,0.022566772254575762,0.046887607727858716,0.14983346522827148,0.2934195565023569,daily_ti,$1bn+
11,0.01272315405121267,0.01600326076034088,0.040855736584077026,0.11175867523820665,0.22787606760032206,daily_ti,$1bn+
12,0.010857407729887783,0.016536395206755334,0.04318186640058494,0.08591561389014069,0.26817078005695183,daily_ti,$1bn+
13,0.00868176216241886,0.015994864687871552,0.04455741753670932,0.12616797456374657,0.24133009878916273,daily_ti,$1bn+
14,0.009525439076734343,0.01704746818017413,0.03796358560344151,0.13306351779519468,0.19639578502761793,daily_ti,$1bn+
15,0.008126000637419431,0.01584154830354452,0.03481410069548739,0.10529168396334165,0.16164492195638408,daily_ti,$1bn+
16,0.009654139131405653,0.016688263024212373,0.03473105101886766,0.1033919555274773,0.19218936507216233,daily_ti,$1bn+
17,0.01152558344859323,0.022944847770045053,0.04420419222919044,0.11591063281714051,0.2543103067513152,daily_ti,$1bn+
18,0.013126314091474687,0.02193146313766272,0.051907374334399,0.1331394557878649,0.21439852354327713,daily_ti,$1bn+
19,0.00962826686150839,0.0251996601400552,0.0422132215371553,0.1036961444165779,0.22810256145217336,daily_ti,$1bn+
20,0.010802440239637508,0.025177402479568605,0.04719307224148063,0.10312480274816688,0.22629001547786745,daily_ti,$1bn+
21,0.012874391811281223,0.017967079619329047,0.0394648071204754,0.08046241535832126,0.18975120326714312,daily_ti,$1bn+
22,0.011409267036208865,0.023021720525221848,0.04129204595236352,0.11296386061204111,0.19735349826570966,daily_ti,$1bn+
23,0.01231938859640573,0.01988031227992306,0.03740524822755911,0.08820766183026092,0.21789859136109518,daily_ti,$1bn+
24,0.010418417404276091,0.015867519862444505,0.03475191869009668,0.11889583580493927,0.21531425800725046,daily_ti,$1bn+
25,0.010484254827886388,0.018824133871576144,0.04613949484944625,0.12631642801834994,0.31710635664043807,daily_ti,$1bn+
26,0.0075183151003824274,0.014185243941685508,0.04036129432917424,0.08875865795565012,0.22018522268763874,daily_ti,$1bn+
27,0.008033430483761539,0.01349135251331096,0.03821204696282557,0.11572725361510115,0.3505959263229403,daily_ti,$1bn+
28,0.0115412804883391,0.01818224526419836,0.04611891703706951,0.10623502701944829,0.39629409285222067,daily_ti,$1bn+
29,0.011057716486333045,0.01697413887324327,0.03928089389679924,0.13204157765174174,0.26840753271709644,daily_ti,$1bn+
30,0.009320985028024647,0.016139325438846195,0.03744334953078052,0.09003424870624546,0.27273316018870764,daily_ti,$1bn+
31,0.011865873777426166,0.01886979968922029,0.03569061808403352,0.06323436733140489,0.35835805729604164,daily_ti,$1bn+
32,0.008827189911304753,0.016262460482582106,0.031696503475089385,0.08392075800994775,0.24127328143501264,daily_ti,$1bn+
33,0.010162994393596374,0.019975627916233408,0.04093749117217156,0.08826034474262359,0.26012114193892716,daily_ti,$1bn+
34,0.009995832863561215,0.014922561775250958,0.04517815538647259,0.11310964928966603,0.22854158960179508,daily_ti,$1bn+
35,0.015746038163840313,0.019846909348584508,0.03501475070983988,0.10657741054344518,0.18158102646839444,daily_ti,$1bn+
36,0.013170265856229534,0.01790860537371169,0.042500393244588805,0.09589071774541597,0.16499448680364434,daily_ti,$1bn+
37,0.010783270049473999,0.018491632055785093,0.03270347375962394,0.08973597571532366,0.1978102487431101,daily_ti,$1bn+
38,0.009692985923858172,0.017147811721211135,0.03251378982796047,0.08229806010922137,0.1892124711823786,daily_ti,$1bn+
39,0.011335069533945058,0.016224544944863337,0.03586311648153472,0.09659365249485659,0.21506533786713544,daily_ti,$1bn+
40,0.011958232027634422,0.017931851728713175,0.03638820864942339,0.08947646299848902,0.2690976525652561,daily_ti,$1bn+
41,0.011657263097780816,0.02213471824151135,0.03701764266959422,0.10135199351449506,0.27158785564778354,daily_ti,$1bn+
42,0.011284080156648977,0.017551391667802622,0.039888354246381,0.08751306713305151,0.24848925333340152,daily_ti,$1bn+
43,0.01301815591832089,0.017934087437878315,0.03209134246362353,0.09497511115219646,0.22658744189537755,daily_ti,$1bn+
44,0.01176484864870233,0.015892486025542808,0.0337295037702354,0.09676775258461254,0.16474226513355913,daily_ti,$1bn+
45,0.011780878559728194,0.02065488916909407,0.04481923496278219,0.10335143392468374,0.16958972625228239,daily_ti,$1bn+
46,0.010325198005901369,0.021462767372713673,0.034595367863466495,0.10977425559112168,0.238435336699159,daily_ti,$1bn+
47,0.01063117567723422,0.01756230918337478,0.04014265365991912,0.10663909269116345,0.20893128427519306,daily_ti,$1bn+
48,0.010223280737383955,0.019063077536362383,0.03636791908450857,0.10162822090955467,0.17555850338859108,daily_ti,$1bn+
49,0.010749440531175656,0.01814515894860825,0.03653486639107655,0.09832764724200414,0.21583665176423084,daily_ti,$1bn+
50,0.008985033843754637,0.01534158337375096,0.049616937286452084,0.11933366104022242,0.21431473868436482,daily_ti,$1bn+
51,0.009209043751677864,0.014510321696304982,0.054447218614718615,0.0853285892501092,0.2657543010574383,daily_ti,$1bn+
52,0.008761716931031631,0.020017956695625616,0.05268082953475291,0.08620670066341202,0.2775933917495533,daily_ti,$1bn+
53,0.008781615647027568,0.018343191356658937,0.06552674407664633,0.1187720737688796,0.34563314723288435,daily_ti,$1bn+
54,0.010269229657943678,0.01816313259947713,0.04409163402892925,0.09555496167932101,0.32347869388385697,daily_ti,$1bn+
55,0.011776835459484101,0.01996328194793983,0.04267753416196329,0.09986084374795776,0.22953644450960756,daily_ti,$1bn+
56,0.010043820052387084,0.018038467718259184,0.04045382599564204,0.0992868300939333,0.3573511200521892,daily_ti,$1bn+
57,0.0108103039631634,0.019114688790639607,0.04151950234247819,0.11713215573981228,0.24125877998671477,daily_ti,$1bn+
58,0.010030924285975618,0.015559385927571535,0.03856776180232578,0.10108108178407937,0.2660942917521804,daily_ti,$1bn+
59,0.007472301338836159,0.014515212712389713,0.03318769839831888,0.10508197640077327,0.26039281375143974,daily_ti,$1bn+
60,0.008314967261189072,0.014729259651568218,0.03694744335722184,0.09210063278580637,0.1709196157978645,daily_ti,$1bn+
1,,,,,,abs_return,$1bn+
2,0.014936685520342951,0.025221417516765432,0.05487859484834212,0.10655900407838026,0.14590164436054934,abs_return,$1bn+
3,0.0033557100985226467,0.01697367402749672,0.049662402507880676,0.08152314948761086,0.11133553811082461,abs_return,$1bn+
4,0.002761017293371015,0.014381578823111196,0.03785409399832962,0.07087842133830358,0.1044972466772958,abs_return,$1bn+
5,0.005377595595348605,0.014528366717516783,0.03280660874179775,0.046454173487956996,0.09012977414131945,abs_return,$1bn+
6,0.005185238192436614,0.011416752718848011,0.03049204642290615,0.059117219800165266,0.10562034102542796,abs_return,$1bn+
7,0.007350995625661617,0.01277489736790327,0.024952992172208255,0.057312387791259356,0.09429637290927204,abs_return,$1bn+
8,0.006370126998309146,0.01435122485428042,0.027744362212164475,0.057976522654815454,0.09590149508745585,abs_return,$1bn+
9,0.005250373841952438,0.012627815650627539,0.025534990954774184,0.04544886289202543,0.0903533615717267,abs_return,$1bn+
10,0.0046763832380438694,0.011721041184726388,0.022644896135461723,0.05232638628708153,0.09741148284292873,abs_return,$1bn+
11,0.0042190070038504056,0.009362822942745153,0.02716805137197742,0.048007499626877115,0.0740499678840492,abs_return,$1bn+
12,0.004515071013681072,0.00700713160079991,0.024824987204631555,0.04447928226502984,0.06572712084634819,abs_return,$1bn+
13,0.005585937768170669,0.015448113843838485,0.030334508257562787,0.05473548742187373,0.07207945732857926,abs_return,$1bn+
14,0.0034575361405162043,0.008318892960542112,0.017423667383072106,0.0467399128467485,0.0695592061767398,abs_return,$1bn+
15,0.0037993177182674034,0.008706215080695023,0.01799954495206335,0.03726975025834911,0.06369980284185264,abs_return,$1bn+
16,0.002688115634794697,0.008030787958371977,0.017892760001613883,0.04297968695167653,0.07049974179515128,abs_return,$1bn+
17,0.004257075913875541,0.015006994271416385,0.0311301997778497,0.05101982151455908,0.06771306706385859,abs_return,$1bn+
18,0.004874140231593361,0.014972383813745549,0.03326125024875637,0.060188921104738835,0.08558760500709008,abs_return,$1bn+
19,0.0037433286835104607,0.012259517076799065,0.02613573801303959,0.04590337176060377,0.07127065137856596,abs_return,$1bn+
20,0.005982954986324707,0.01289455023691577,0.020457379103275164,0.04998445120336381,0.07502239444883826,abs_return,$1bn+
21,0.0070592415560320814,0.012399918773812302,0.023802560961431407,0.04162336092258845,0.07911009148070712,abs_return,$1bn+
22,0.0051710897589682505,0.015276620727030621,0.025744927468640322,0.047495637437408145,0.07334740137257399,abs_return,$1bn+
23,0.005277507159383754,0.014791766891729674,0.0253145010425444,0.04500723544985308,0.06957244291227553,abs_return,$1bn+
24,0.0034878584400383607,0.006633602991375387,0.02002136388621123,0.043419605367524206,0.0655400157434213,abs_return,$1bn+
25,0.004888944716828947,0.011132720789183148,0.02407720345319042,0.05818483400573682,0.0799278578030703,abs_return,$1bn+
26,0.0017522437566921847,0.011525351430497266,0.02591147821530493,0.04615672858549258,0.0726748280726846,abs_return,$1bn+
27,0.004990873336493085,0.011393610142993671,0.03168947740636052,0.04610370325095503,0.06955207862674505,abs_return,$1bn+
28,0.005404187671691974,0.012996395283177864,0.02677799078378018,0.053674124428671366,0.10912343569106123,abs_return,$1bn+
29,0.004807100980442014,0.008270283440049653,0.02215267714777669,0.03700186867901922,0.06871925434597916,abs_return,$1bn+
30,0.005715228198116496,0.015279700000509044,0.024553436781656446,0.04632192245706945,0.0689206669854079,abs_return,$1bn+
31,0.0035278871179558638,0.012419055102942389,0.023573932869122682,0.0464553516346814,0.0718372314617943,abs_return,$1bn+
32,0.0045990092492868674,0.007920327880846734,0.02203910293044653,0.04166526813802196,0.07510860565389303,abs_return,$1bn+
33,0.005286510797939093,0.0110826963550692,0.02116595803531829,0.04088525421676559,0.06539852491278975,abs_return,$1bn+
34,0.008743806681237488,0.020302048336097833,0.028421023754240604,0.042542086094146225,0.06910413444702265,abs_return,$1bn+
35,0.005085342946603832,0.011575980438779943,0.024310777232507075,0.042687599239543794,0.06504306243345669,abs_return,$1bn+
36,0.005924564047432979,0.010255091831017471,0.020891622546910904,0.04707093021150399,0.0756817855992392,abs_return,$1bn+
37,0.004671380745188581,0.011033086949030935,0.022909118024032393,0.041851776540712704,0.05988293352659362,abs_return,$1bn+
38,0.0038984095785361997,0.007588318476898781,0.016567547847525566,0.03951504831224739,0.05681713793460537,abs_return,$1bn+
39,0.004711702400874884,0.011276811258445152,0.03224939183339637,0.05577654158831313,0.08534746013322102,abs_return,$1bn+
40,0.004405660191725502,0.010941347202989449,0.01988519916453968,0.038433881692070515,0.06776739049611052,abs_return,$1bn+
41,0.0034399061323351797,0.010378235950688874,0.02565957204661662,0.03829718449261388,0.06353196389882207,abs_return,$1bn+
42,0.004444483411608813,0.010692290883583477,0.019895447356488072,0.04377280417932472,0.06547703528217551,abs_return,$1bn+
43,0.004013697779739989,0.009767958697332824,0.020545098779484405,0.03474691949079778,0.05083587677357203,abs_return,$1bn+
44,0.0055420322202008885,0.009955867844192667,0.0196457504195231,0.03370970725267952,0.04998239711371309,abs_return,$1bn+
45,0.003664853278109082,0.011145163422869642,0.02209588164386478,0.040927783148453356,0.06830183208143739,abs_return,$1bn+
46,0.003101535735605543,0.007985210731760839,0.01626418536215013,0.036886710959243674,0.05612887057613662,abs_return,$1bn+
47,0.0054113642811085775,0.009581852446673977,0.015519472696122305,0.035354818582032044,0.06714979966088941,abs_return,$1bn+
48,0.0027602028691326107,0.009691651447191196,0.021084125094949835,0.036251909949803984,0.06504264157620217,abs_return,$1bn+
49,0.006969847623209136,0.015328703214925521,0.02347157316825821,0.039358168962389195,0.06820841755613762,abs_return,$1bn+
50,0.003527187236270857,0.009046242434137652,0.025672896135571444,0.055379814995595966,0.094227336596961,abs_return,$1bn+
51,0.0037641891858311016,0.00909458542720698,0.02024083598536186,0.037895233791784166,0.06335965478262588,abs_return,$1bn+
52,0.006412327878771773,0.01151219929197178,0.026424803030408173,0.049094430238019626,0.09586550232443011,abs_return,$1bn+
53,0.00867116378806041,0.013519537974467255,0.023732138432238647,0.043866989947257684,0.06124583123473123,abs_return,$1bn+
54,0.004047698344239859,0.010820720676381956,0.020773411677188047,0.037465838696118414,0.06431589281713329,abs_return,$1bn+
55,0.0038752548490075256,0.009957888064617615,0.01831538313793457,0.03692768565791704,0.06992961724867174,abs_return,$1bn+
56,0.0070336742858081456,0.014888835959027347,0.027290491488421997,0.04957759612477175,0.08154150287659534,abs_return,$1bn+
57,0.006925410810217647,0.011122226592540252,0.020937084564630837,0.03547929429526919,0.08003070565232209,abs_return,$1bn+
58,0.0033913308554783584,0.0110360222674043,0.019470468454415357,0.04523092499025905,0.06633713967715114,abs_return,$1bn+
59,0.004166168658296199,0.009786996999202047,0.021934301632445363,0.04099482557015466,0.06615657847783996,abs_return,$1bn+
60,0.004597958184104956,0.00809311008818181,0.01611272789711804,0.0357986276757869,0.07056269623713864,abs_return,$1bn+
1,0.19471125996595767,0.418982857208275,0.668927527564518,1.1708475764852548,2.3838641266250664,cum_ti,$1bn+
2,0.2918144246140622,0.6017260051931264,0.8921559718652405,1.7625048943232455,2.954822993139123,cum_ti,$1bn+
3,0.3611737455946576,0.667569873446731,1.04200961911372,2.187830613912812,3.370516491642829,cum_ti,$1bn+
4,0.4274660569752943,0.7342925290788092,1.1370594308433801,2.4149088912718577,4.764801971687189,cum_ti,$1bn+
5,0.5067471434900852,0.7990996636869874,1.2619564776513037,2.726468178131436,5.117954014625529,cum_ti,$1bn+
6,0.5296318443804973,0.8710747047165333,1.3145297247443355,2.9719592588273094,5.496291550341071,cum_ti,$1bn+
7,0.5616300321240989,0.9389551542248816,1.3905632116876063,3.3447987310531513,6.072318599864049,cum_ti,$1bn+
8,0.5817379869617763,0.9753504100048727,1.4303009462638507,3.686500025482958,6.591892743476044,cum_ti,$1bn+
9,0.6232793767797293,0.9926923766344414,1.4582425144763016,3.8424349564949143,7.013054742238405,cum_ti,$1bn+
10,0.6392673737964475,1.0397523167209617,1.489814636919983,3.9444922901426893,7.265183574356402,cum_ti,$1bn+
11,0.675704864042798,1.0597312438840505,1.5157646900382324,4.031503191701827,7.381402598858105,cum_ti,$1bn+
12,0.6995019431668201,1.0696235571195947,1.5501375490397635,4.076720382395715,7.606861918766525,cum_ti,$1bn+
13,0.707858990875508,1.0796561867503551,1.5847408575457314,4.225951879009127,7.841050074784138,cum_ti,$1bn+
14,0.7250130398236182,1.092030611361415,1.6155948360101675,4.320806200979195,8.107088752263858,cum_ti,$1bn+
15,0.7477488161980981,1.1032243372331065,1.6507468499315276,4.4043993055662565,8.273916613833546,cum_ti,$1bn+
16,0.7534288971681611,1.1131570888983129,1.6793963848447722,4.456492510508095,8.41649652282461,cum_ti,$1bn+
17,0.7592047735779496,1.1444028275692617,1.7401245612908007,4.617908923652454,8.718613047438769,cum_ti,$1bn+
18,0.7653835128232266,1.1717791511889346,1.7941645201927063,4.735295138027695,8.854549392903886,cum_ti,$1bn+
19,0.838807887660781,1.2153623649067025,1.8280414347847833,4.842575356632254,8.991110613576357,cum_ti,$1bn+
20,0.8887387850236399,1.2487299636771456,1.8843141609977239,4.9759796136537915,9.501818659249523,cum_ti,$1bn+
