phase,threshold,kind,cutoff,n,log_score,crps,p_positive,observed_positive,coverage50,coverage50_lo,coverage50_hi,coverage80,coverage80_lo,coverage80_hi,coverage95,coverage95_lo,coverage95_hi
final,500000000.0,M1,10,42,-0.6275420892704979,0.24679779678831937,0.4959328238988786,0.23809523809523808,0.40476190476190477,0.26670629527599526,0.5554484569712203,0.8095238095238095,0.6725057779761543,0.9055974985464265,0.9523809523809523,0.8558996378223056,0.9899738585387104
final,500000000.0,M1,20,42,-0.48900951871218096,0.22096021208976255,0.4957746068691011,0.21428571428571427,0.4523809523809524,0.30920877646463557,0.6018694051838336,0.7857142857142857,0.6452781222129369,0.8883329106351728,0.9523809523809523,0.8558996378223056,0.9899738585387104
final,500000000.0,M2,1,42,-0.7516980330643366,0.2780031446357847,0.5222724197913091,0.30952380952380953,0.42857142857142855,0.2877912208673181,0.578825556181584,0.8333333333333334,0.7003878208280268,0.9222195222430397,0.9761904761904762,0.8940741824771816,0.9974188816309976
final,500000000.0,M2,5,42,-0.528009743287498,0.22473858161114713,0.44857754820005813,0.2619047619047619,0.5476190476190477,0.3981305948161663,0.6907912235353644,0.8571428571428571,0.729031164997883,0.9380978912509854,0.9761904761904762,0.8940741824771816,0.9974188816309976
final,500000000.0,M2,10,42,-0.5256975219770785,0.22666157461255873,0.44342754220734126,0.23809523809523808,0.47619047619047616,0.3309535499906077,0.624585638144683,0.8333333333333334,0.7003878208280268,0.9222195222430397,0.9523809523809523,0.8558996378223056,0.9899738585387104
final,500000000.0,M2,20,42,-0.40327101806924665,0.20688314475874162,0.4514301413474453,0.21428571428571427,0.5,0.35302240217553843,0.6469775978244615,0.8571428571428571,0.729031164997883,0.9380978912509854,0.9523809523809523,0.8558996378223056,0.9899738585387104
final,500000000.0,M3,5,42,-0.5096376409290558,0.22472061847266817,0.4546593723668712,0.2619047619047619,0.47619047619047616,0.3309535499906077,0.624585638144683,0.8571428571428571,0.729031164997883,0.9380978912509854,0.9761904761904762,0.8940741824771816,0.9974188816309976
final,500000000.0,M3,10,42,-0.4965590024793128,0.22472836067448082,0.4482841922295304,0.23809523809523808,0.42857142857142855,0.2877912208673181,0.578825556181584,0.8333333333333334,0.7003878208280268,0.9222195222430397,0.9523809523809523,0.8558996378223056,0.9899738585387104
final,500000000.0,M3,20,42,-0.39783608489737976,0.2070288934936951,0.4578834841891693,0.21428571428571427,0.42857142857142855,0.2877912208673181,0.578825556181584,0.8333333333333334,0.7003878208280268,0.9222195222430397,0.9285714285714286,0.821494583312559,0.979472078679193
final,1000000000.0,M0,1,18,-0.8623457673568257,0.30888759304231567,0.6018514912942733,0.4444444444444444,0.4444444444444444,0.23743160029519395,0.6678046541458583,0.7777777777777778,0.5542014068260661,0.9199779279837021,1.0,0.8714417881782404,0.9999730968826991
