phase,threshold,kind,cutoff,n,log_score,crps,p_positive,observed_positive,coverage50,coverage50_lo,coverage50_hi,coverage80,coverage80_lo,coverage80_hi,coverage95,coverage95_lo,coverage95_hi
final,2000000000.0,M0,1,4,-0.41863329777390534,0.18977344039351804,0.6729360321355774,0.75,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M0,5,4,-0.13233498246966646,0.1393676290170608,0.6094879057152778,0.5,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M0,10,4,-0.11017346625574814,0.13755924649897733,0.5839911986909606,0.25,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M0,20,4,0.1936459430149391,0.09396666413258073,0.5827857322353958,0.25,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M1,5,4,-0.10520058995546894,0.13299387071251667,0.6124004669916969,0.5,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M1,10,4,-0.13645207567051215,0.14383195822832298,0.5855921571653198,0.25,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M1,20,4,0.20488449842256706,0.09368384836367077,0.5764189990717286,0.25,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M2,1,4,-0.22099506482412787,0.148421587582971,0.6749530454914967,0.75,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M2,5,4,0.058810000984762245,0.10360620500897882,0.5618153507276179,0.5,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M2,10,4,-0.10472020376699737,0.13529826064103356,0.5265788907070389,0.25,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M2,20,4,0.23629550502223973,0.0887189874344261,0.52815228921173,0.25,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M3,5,4,0.06980059012806891,0.10271536802657966,0.5609691576656405,0.5,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M3,10,4,0.0026040104955709006,0.13261389339346807,0.5311925051876436,0.25,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
final,2000000000.0,M3,20,4,0.2723245391119131,0.08472227840106922,0.5350172290673705,0.25,0.75,0.2837516795634126,0.9715291049128532,1.0,0.5552373823423604,0.9998846672117617,1.0,0.5552373823423604,0.9998846672117617
